Four Seasons Hotel Sydney,Sydney CBD,Sydney,5.0,9.1,four-seasons-sydney,7961,Taylah,Australia,Deluxe King Room with Harbour View,1 night,"
February","2022
", 10 ,"Staff were excellent, communicative and even threw in a bottle of wine for our anniversary. Was a perfect stay.",Nothing!,en-us
Four Seasons Hotel Sydney,Sydney CBD,Sydney,5.0,9.1,four-seasons-sydney,7961,Susan,Australia,Deluxe Partial Harbour Room (1 King Size Bed),1 night,"
February","2022
", 8.0 ,"Great room and location, friendly staff.","Parking, was full and was directed to another car park,",en
Four Seasons Hotel Sydney,Sydney CBD,Sydney,5.0,9.1,four-seasons-sydney,7961,Bryn,Australia,Deluxe Partial Harbour Room (1 King Size Bed),1 night,"
February","2022
", 9.0 ,Location and customer service!   And super comfortable king bed!,Nothing to not like,en
Four Seasons Hotel Sydney,Sydney CBD,Sydney,5.0,9.1,four-seasons-sydney,7961,Johnson,Australia,Deluxe Partial Harbour Room (1 King Size Bed),3 nights,"
February","2022
", 8.0 ,"The breakfast was delicious, fresh and appetising. The fresh fruit selection was wonderful. My husband enjoyed his especially made omelette each morning.",It was unfortunate there wasn't a bar open for drinking  early evening.,en
Four Seasons Hotel Sydney,Sydney CBD,Sydney,5.0,9.1,four-seasons-sydney,7961,Stewart,Australia,Deluxe King Room with Harbour View,1 night,"
February","2022
", 8.0 ,Room service . Excellent.,None,en
Four Seasons Hotel Sydney,Sydney CBD,Sydney,5.0,9.1,four-seasons-sydney,7961,Jennifer,Australia,Deluxe Partial Harbour Room (1 King Size Bed),1 night,"
February","2022
", 9.0 ,"location, luxury. 
midday checkout.","We were told we could get 15% off the best rate as we were attending a function there. However we got a better rate through booking.com so didn’t feel they were keen to do better than that. 
Food catered by the hotel at the function was nice but very small portions. The chef needs to add more veggies!!!",en
Four Seasons Hotel Sydney,Sydney CBD,Sydney,5.0,9.1,four-seasons-sydney,7961,Jeffrey,Australia,Deluxe Partial Harbour Room (1 King Size Bed),1 night,"
February","2022
", 9.0 ,good quality and great location,None,en
Four Seasons Hotel Sydney,Sydney CBD,Sydney,5.0,9.1,four-seasons-sydney,7961,Michaela,Australia,Deluxe Partial Harbour Room (1 King Size Bed),6 nights,"
February","2022
", 10 ,everything,nothing,en
Four Seasons Hotel Sydney,Sydney CBD,Sydney,5.0,9.1,four-seasons-sydney,7961,Cristina,Australia,Deluxe Partial Harbour Room (1 King Size Bed),1 night,"
February","2022
", 10 ,"The bed, room service, the room itself and the stunning views from the room.",None,en-us
Four Seasons Hotel Sydney,Sydney CBD,Sydney,5.0,9.1,four-seasons-sydney,7961,Cherie,Australia,Deluxe King Room with City View,1 night,"
February","2022
", 8.0 ,location and comfy bed,None,en
Four Seasons Hotel Sydney,Sydney CBD,Sydney,5.0,9.1,four-seasons-sydney,7961,Alexis,Australia,Deluxe King Room with Harbour View,3 nights,"
February","2022
", 10 ,The view was absolutely amazing! Location was very very convenient. Staff were lovely & helpful. The hotel & staff just made our weekend easy & relaxing.,None,en
Four Seasons Hotel Sydney,Sydney CBD,Sydney,5.0,9.1,four-seasons-sydney,7961,Talia,Australia,Deluxe King Room with City View,1 night,"
February","2022
", 8.0 ,Some things needed addressing on arrival but generally it was great,None,en
Four Seasons Hotel Sydney,Sydney CBD,Sydney,5.0,9.1,four-seasons-sydney,7961,Adrian,Australia,Deluxe King Room with Harbour View,1 night,"
February","2022
", 9.0 ,Bed was awesome. Location is superb. View is great too.,"Staff responsiveness to Telephone was frustrating. 
We needed a dental kit but after 20 minutes trying to get someone on the phone I gave up and dressed up and walked to reception desk.",en
Four Seasons Hotel Sydney,Sydney CBD,Sydney,5.0,9.1,four-seasons-sydney,7961,Tammy,Australia,Deluxe King Room with Harbour View,1 night,"
February","2022
", 10 ,"friendly staff, clean, modern, super comfy bed, fantastic views",Nothing,en
Four Seasons Hotel Sydney,Sydney CBD,Sydney,5.0,9.1,four-seasons-sydney,7961,Veronica,Australia,Deluxe King Room with City View,1 night,"
February","2022
", 8.0 ,The location for me was the best part. I don't think you can get better than the Four Seasons in the Rocks.,I found our room a little small for the price. We were told by 5 staff we could not drink near in the pool. That was fine. We accepted our error but we think sending 4 staff at the same time is a bit intimidating. We straight away apologized and got rid of our drinks and not long after another staff only came to tell us the same thing.  That really put a bad feeling towards our stay. Especially since after being told 5 staff not to drink a group of men were doing the same and they didn't get the same treatment.,en
Four Seasons Hotel Sydney,Sydney CBD,Sydney,5.0,9.1,four-seasons-sydney,7961,Luke,Australia,Deluxe Partial Harbour Room (1 King Size Bed),1 night,"
February","2022
", 8.0 ,Staff and service given by the staff was exceptional; was our anniversary & they all made the effort to comment/ congratulate. Facilities/ location also fantastic. Room was comfortable & clean.,Pool area was a lot smaller than expected/ doesn't have enough area/ day beds etc to service the amount of guests & the passing motorway traffic looks straight in.,en
Four Seasons Hotel Sydney,Sydney CBD,Sydney,5.0,9.1,four-seasons-sydney,7961,Kate,Australia,Deluxe Twin Room with Harbour View,1 night,"
January","2022
", 9.0 ,"Loved the view, the beds/linen, covid packs",Price was expensive and didn't include breakfast or parking,en-us
Four Seasons Hotel Sydney,Sydney CBD,Sydney,5.0,9.1,four-seasons-sydney,7961,Clara,Australia,Deluxe Full Harbour Room - Mobility Access,1 night,"
January","2022
", 10 ,"The view is stunning, location superb and the beds are very comfortable.",N/A,en
Four Seasons Hotel Sydney,Sydney CBD,Sydney,5.0,9.1,four-seasons-sydney,7961,John,Australia,Deluxe King Room with City View,1 night,"
February","2022
", 9.0 ,"Great value, and very clean",Nothing,en
Four Seasons Hotel Sydney,Sydney CBD,Sydney,5.0,9.1,four-seasons-sydney,7961,Mary,Australia,Premier King Room with City View,3 nights,"
February","2022
", 9.0 ,Room,Food,en
Four Seasons Hotel Sydney,Sydney CBD,Sydney,5.0,9.1,four-seasons-sydney,7961,Fuania,New Zealand,Deluxe Twin Room with City View,3 nights,"
February","2022
", 8.0 ,"Great location, lovely room. Housekeeping service was excellent.","I've probably been spoiled with 5 star international hotels and had always wanted to try a 4 seasons. I think I expected the extra mile, which wasn't there. However of course I understand that with COVID and limited staff availability perhaps that was why I was just a tiny bit disappointed.",en-us
Four Seasons Hotel Sydney,Sydney CBD,Sydney,5.0,9.1,four-seasons-sydney,7961,Love,Australia,Deluxe King Room with Harbour View,1 night,"
February","2022
", 8.0 ,view was fantastic,Breakfast wasn’t worth it.,en
Four Seasons Hotel Sydney,Sydney CBD,Sydney,5.0,9.1,four-seasons-sydney,7961,Katharina,Australia,Deluxe Partial Harbour Room (1 King Size Bed),1 night,"
February","2022
", 10 ,I stayed in room 2019 with a partial view of the harbour. The room had beautiful sunlight with amazing views. I can't fault this stay. The beds were comfortable and every little detail is thought out.,Can't fault anything.,en
Four Seasons Hotel Sydney,Sydney CBD,Sydney,5.0,9.1,four-seasons-sydney,7961,Mi,Australia,Premier Partial Harbour King Room,1 night,"
January","2022
", 10 ,"Four seasons has been always my first choice when it comes to both lesuire and business stay. 
Staff are always professional and friendly, facilities are well maintained and the hotel itself has that nice welcoming vibe.",None,en
Four Seasons Hotel Sydney,Sydney CBD,Sydney,5.0,9.1,four-seasons-sydney,7961,Brittany,Australia,Deluxe Full Harbour Room - Mobility Access,1 night,"
February","2022
", 10 ,"clean, upon arrival the foyer smelt beautiful, friendly staff",None,en
Four Seasons Hotel Sydney,Sydney CBD,Sydney,5.0,9.1,four-seasons-sydney,7961,Comodaa,Australia,Premier Opera Room,2 nights,"
February","2022
", 8.0 ,"location, very comfortable bed, outdoor pool, sauna",hotel restaurant Mode overpriced for what it was,en
Four Seasons Hotel Sydney,Sydney CBD,Sydney,5.0,9.1,four-seasons-sydney,7961,Cadburyhutch,Australia,Deluxe Partial Harbour Room (1 King Size Bed),2 nights,"
February","2022
", 10 ,"Pillows on the bed amazing, never slept so well. So good we purchased them , staff service from concierge Joseph to the guest services,  requested bath salts on the iPad was there in minutes ,  Views were amazing from the room","Not that there is much that can be done , but was not enough space on the vanity for my toiletries 😁",en
Four Seasons Hotel Sydney,Sydney CBD,Sydney,5.0,9.1,four-seasons-sydney,7961,Nicola,Australia,Deluxe Partial Harbour Room (1 King Size Bed),1 night,"
January","2022
", 9.0 ,"Service was fantastic. Everyone was friendly, room was large and clean. Room Service was fabulous.",The stringent rules around the pool wasn't pleasant. Understand that capacity steps had to be implemented for Covid but the way it was run was very poor and unfair.,en
Four Seasons Hotel Sydney,Sydney CBD,Sydney,5.0,9.1,four-seasons-sydney,7961,Clémence,France,Deluxe Partial Harbour Room (1 King Size Bed),2 nights,"
February","2022
", 8.0 ,location,the way that some of the staff are treating you,en
Four Seasons Hotel Sydney,Sydney CBD,Sydney,5.0,9.1,four-seasons-sydney,7961,Tomaszwoji,Australia,Deluxe Partial Harbour Room (1 King Size Bed),2 nights,"
February","2022
", 10 ,"The bed was super comfortable, great view, staff were very friendly and helpful","response time for requests, for example, took over 15 mins for someone to come to the room to collect our bags.",en
Four Seasons Hotel Sydney,Sydney CBD,Sydney,5.0,9.1,four-seasons-sydney,7961,Al,Australia,Deluxe King Room with City View,2 nights,"
February","2022
", 10 ,The excellent service from all members of staff. However Jasmine and Jessica in the food service area deserve special mention and made a difficult time for my wife and I just a bit better.,Nothing really rooms a bit tight for space.,en
Four Seasons Hotel Sydney,Sydney CBD,Sydney,5.0,9.1,four-seasons-sydney,7961,Jasper,Australia,Deluxe King Room with Harbour View,1 night,"
February","2022
", 8.0 ,"Beautiful property, lovely staff, good restaurant, comfy room","Average pool, full of bogans",en
Four Seasons Hotel Sydney,Sydney CBD,Sydney,5.0,9.1,four-seasons-sydney,7961,Joanna,Australia,Deluxe King Room with City View,2 nights,"
February","2022
", 9.0 ,"we experienced the wonderful 4 Seasons service, which is the same the world over. Housekeeping was excellent, service was really prompt and staff were friendly. We paid for an upgrade but got an even better room as it was a special occasion.",No complaints.,en
Four Seasons Hotel Sydney,Sydney CBD,Sydney,5.0,9.1,four-seasons-sydney,7961,Kylie,Australia,Deluxe Partial Harbour Room (1 King Size Bed),2 nights,"
February","2022
", 10 ,"Perfect location, gorgeous staff, fabulous facilities. Beautiful rooms with the most perfect bed and linen, absolutely blissful sleep! Thank you for a fabulous weekend x",nothing to fault,en
Four Seasons Hotel Sydney,Sydney CBD,Sydney,5.0,9.1,four-seasons-sydney,7961,Mandy,Australia,Deluxe King Room with Harbour View,1 night,"
February","2022
", 10 ,The whole process on arrival to departure was smooth. Everyone was so professional and welcoming. We definitely will be back.,"Nothing the service was fantastic, the room was clean and comfortable
We had everything we needed.",en
Four Seasons Hotel Sydney,Sydney CBD,Sydney,5.0,9.1,four-seasons-sydney,7961,Nathan,Australia,Deluxe King Room with Harbour View,1 night,"
February","2022
", 9.0 ,"room 2014 beds were brilliant
view awesome 
position excellent",All Good,en
Four Seasons Hotel Sydney,Sydney CBD,Sydney,5.0,9.1,four-seasons-sydney,7961,Julie,Australia,Deluxe Twin Room with Harbour View,1 night,"
February","2022
", 10 ,The view was amazing and close to everything also the beds and pillows were so comfortable,Nothing,en
Four Seasons Hotel Sydney,Sydney CBD,Sydney,5.0,9.1,four-seasons-sydney,7961,Jackson,Australia,Deluxe King Room with Harbour View,2 nights,"
February","2022
", 10 ,"Almost everything! Absolutely stunning Hotel! Staff are super helpful and make you feel right at home, nothing was ever a drama. Would 10/10 recommend and will be back!","Pool area was abit of a let down, however it is still great! Considering how old the property is I cannot complain! it was unreal.",en
Four Seasons Hotel Sydney,Sydney CBD,Sydney,5.0,9.1,four-seasons-sydney,7961,Maria,Australia,Deluxe King Room with City View,1 night,"
February","2022
", 10 ,staff were very friendly and accommodating.,nothing to report.,en
Four Seasons Hotel Sydney,Sydney CBD,Sydney,5.0,9.1,four-seasons-sydney,7961,Alistair,Australia,Deluxe King Room with Harbour View,2 nights,"
February","2022
", 10 ,"location, staff and value for money.",n/a,en
Four Seasons Hotel Sydney,Sydney CBD,Sydney,5.0,9.1,four-seasons-sydney,7961,Stephen,Australia,Deluxe Room with City View - Mobility Access,3 nights,"
January","2022
", 9.0 ,location.,expensive,en
Four Seasons Hotel Sydney,Sydney CBD,Sydney,5.0,9.1,four-seasons-sydney,7961,Tanyam85,Australia,Deluxe King Room with Harbour View,1 night,"
February","2022
", 10 ,"Loved being able to use the hotel app to order food. Having a time estimate was helpful to plan the day around. 
Express checkout was great, drop keys off and walk out rather than wait in line with everyone else checking out. 
Big breakfast, great for two people to share. Just need a bigger size in coffee.",None,en
Four Seasons Hotel Sydney,Sydney CBD,Sydney,5.0,9.1,four-seasons-sydney,7961,Matthew,Australia,Deluxe Twin Room with Harbour View,1 night,"
February","2022
", 9.0 ,"Incredible location, view to Opera House and Sydney harbour stunning. Walking distance to everything you need for an amazing weekend.
Ferries and The Rocks just there.",staff were preoccupied with a large wedding and venue seemed understaffed. Pool is average. Buffet breakfast nothing special better options elsewhere in The Rocks.,en
Four Seasons Hotel Sydney,Sydney CBD,Sydney,5.0,9.1,four-seasons-sydney,7961,Wai,Hong Kong,Deluxe King Room with City View,2 nights,"
February","2022
", 9.0 ,"comfy beds and pillows with excellent staff service, also the amazing harbour view when u sitting along the window with cushion seat",swimming pool is too small,en
Four Seasons Hotel Sydney,Sydney CBD,Sydney,5.0,9.1,four-seasons-sydney,7961,Laurie,Australia,Deluxe Partial Harbour Room (1 King Size Bed),2 nights,"
February","2022
", 9.0 ,"Staff were so welcoming and helpful. We were upgraded to a larger room and it was spacious, and was tastefully decorated. Great views from our partial harbour room.",The only criticism was hot water took too long to come in but this is a minor issue. The 1.8% credit card surcharge did catch me off guard.,en
Four Seasons Hotel Sydney,Sydney CBD,Sydney,5.0,9.1,four-seasons-sydney,7961,Chiara,Australia,Deluxe King Room with City View,1 night,"
February","2022
", 9.0 ,"Location decent, as it’s about a 10-15 min walk to barangaroo, and of course close to circular quay. The dinner and night life at barangaroo is excellent. The hotel was extremely clean and comfortable. Modern technology and up to date.",The pillows and bed were a bit too soft for my personal liking. I also expected the pool area to be bigger.,en
Four Seasons Hotel Sydney,Sydney CBD,Sydney,5.0,9.1,four-seasons-sydney,7961,Danni,Australia,Deluxe Partial Harbour Room (1 King Size Bed),1 night,"
February","2022
", 10 ,Love the room service. The meal was even better than the mode restaurant.,Some water spots in the bathroom.,en
Four Seasons Hotel Sydney,Sydney CBD,Sydney,5.0,9.1,four-seasons-sydney,7961,Nix90,Australia,Deluxe Partial Harbour Room (1 King Size Bed),2 nights,"
February","2022
", 10 ,"Great room, great service, amazing views and comfy bed!",None,en
Four Seasons Hotel Sydney,Sydney CBD,Sydney,5.0,9.1,four-seasons-sydney,7961,Michele,Australia,Deluxe King Room with City View,1 night,"
January","2022
", 10 ,the location is amazing - staff excellent and room comfort very high standard.,nothing could have been better . It is one of my favourite hotels.,en
Four Seasons Hotel Sydney,Sydney CBD,Sydney,5.0,9.1,four-seasons-sydney,7961,Hugh_spear,Australia,Deluxe Partial Harbour Room (1 King Size Bed),2 nights,"
February","2022
", 9.0 ,Pillows were so soft that we bought two!,Bar on floor 32 was not open and it would have been nice to use it mid-week.,en
Four Seasons Hotel Sydney,Sydney CBD,Sydney,5.0,9.1,four-seasons-sydney,7961,Anh,Australia,Deluxe Partial Harbour Room (1 King Size Bed),2 nights,"
February","2022
", 9.0 ,"The hotel and location were really good. Especially one of the hotel luggage staff Derrick, he was outstanding and exceptional with his services. Will come back to stay here next time i’m in Sydney",None,en
Four Seasons Hotel Sydney,Sydney CBD,Sydney,5.0,9.1,four-seasons-sydney,7961,David,Australia,Deluxe King Room with Harbour View,2 nights,"
February","2022
", 8.0 ,convienent,clean,en
Four Seasons Hotel Sydney,Sydney CBD,Sydney,5.0,9.1,four-seasons-sydney,7961,Clarke,Australia,Deluxe King Room with City View,1 night,"
February","2022
", 10 ,"The room was clean and modern, the staff were very friendly and helpful.",the beds and pillows were to soft,en
Four Seasons Hotel Sydney,Sydney CBD,Sydney,5.0,9.1,four-seasons-sydney,7961,Mack,Australia,Deluxe Twin Room with Harbour View,1 night,"
February","2022
", 9.0 ,Beautiful views of the harbour. clean and spacious rooms and everything about this place.,None,en
Four Seasons Hotel Sydney,Sydney CBD,Sydney,5.0,9.1,four-seasons-sydney,7961,Antonea,Australia,Deluxe King Room with Harbour View,1 night,"
February","2022
", 10 ,Service was beautiful so was the room. Staff were always there to answer questions or provide help when needed. Had an amazing stay!,Nothing. Had an amazing stay!,en
Four Seasons Hotel Sydney,Sydney CBD,Sydney,5.0,9.1,four-seasons-sydney,7961,Jasmina,Australia,Deluxe King Room with Harbour View,2 nights,"
February","2022
", 10 ,"Loved the location, view from the room was simply amazing, staff were friendly and professional, and the pool was just perfect",None,en
Four Seasons Hotel Sydney,Sydney CBD,Sydney,5.0,9.1,four-seasons-sydney,7961,Kayla,Australia,Deluxe King Room with Harbour View,1 night,"
February","2022
", 9.0 ,I loved the view and the hotel is very nice and accommodating,"we weren’t able to check in on time as our room wasn’t ready but we were offered free drinks which was very nice, room service was nice but the portions are a bit small for the price",en
Four Seasons Hotel Sydney,Sydney CBD,Sydney,5.0,9.1,four-seasons-sydney,7961,Kerry,Australia,Deluxe King Room with Harbour View,2 nights,"
February","2022
", 9.0 ,"the view, food and service. the lovely anniversary note and bubbles.",we couldn’t get into the day spa.,en
Four Seasons Hotel Sydney,Sydney CBD,Sydney,5.0,9.1,four-seasons-sydney,7961,Sona,Australia,Deluxe King Room with City View,1 night,"
February","2022
", 10 ,comfy bed + clean,None,en
Four Seasons Hotel Sydney,Sydney CBD,Sydney,5.0,9.1,four-seasons-sydney,7961,Mary,Australia,Deluxe Partial Harbour Room (1 King Size Bed),2 nights,"
February","2022
", 9.0 ,"The coffee was excellent. The bed was extremely comfortable as were the pillows, towels, all linen.  Loved the window seat and the view.  Staff and service were excellent and the dining was also exceptional.",The privacy button in the room was not explained to us and caused confusion when it came to servicing the room.. we felt we caused unnecessary work for  the staff which was the last thing we wished to do on such a busy weekend.,en
Four Seasons Hotel Sydney,Sydney CBD,Sydney,5.0,9.1,four-seasons-sydney,7961,Barb,Australia,Deluxe King Room with City View,2 nights,"
February","2022
", 8.0 ,None,The common areas upstairs and the room had a funky smell. Stale and musty.,en
Four Seasons Hotel Sydney,Sydney CBD,Sydney,5.0,9.1,four-seasons-sydney,7961,Cindy,Australia,Deluxe King Room with City View,1 night,"
February","2022
", 10 ,great customer service. very comfortable.,None,en
Four Seasons Hotel Sydney,Sydney CBD,Sydney,5.0,9.1,four-seasons-sydney,7961,Jenny,Australia,Deluxe King Room with City View,1 night,"
February","2022
", 10 ,"We loved everything! We stayed for our Wedding Anniversary and they surprised us with a bottle of wine & a plate of petit fours. Bed & pillows were super comfortable! The room was clean. Appreciated their commitment to keeping Covid safe. Provided individual hand sanitizers in the rooms & pool. Masks was also provided in the room.
Breakfast was delicious. Staff was friendly. Location is close to everything. Our view wasn't too great but we loved the comfortable bench seat by the window to still appreciate it.",Only tiny thing I can fault is the room is a little too small for the price.,en
Four Seasons Hotel Sydney,Sydney CBD,Sydney,5.0,9.1,four-seasons-sydney,7961,Ryan,Australia,Deluxe Partial Harbour Room (1 King Size Bed),1 night,"
February","2022
", 9.0 ,clean,None,en
Four Seasons Hotel Sydney,Sydney CBD,Sydney,5.0,9.1,four-seasons-sydney,7961,Rebecca,Australia,Deluxe King Room with Harbour View,2 nights,"
February","2022
", 10 ,"Luxurious, location, super clean.",Nothing,en
Four Seasons Hotel Sydney,Sydney CBD,Sydney,5.0,9.1,four-seasons-sydney,7961,Coppelia,Australia,Deluxe Partial Harbour Room (1 King Size Bed),2 nights,"
January","2022
", 10 ,everything was perfect including the view . Great designer products ( Christian Le Croix ) and everything you would need in a 5* Hotel .,"had dessert in the Restaurant, the Rhumbaba , was dry and tasteless  very poor for the price that was charged . The other dessert was ok but nothing to write home about .",en
Four Seasons Hotel Sydney,Sydney CBD,Sydney,5.0,9.1,four-seasons-sydney,7961,Jennifer,Australia,Deluxe King Room with City View,1 night,"
January","2022
", 9.0 ,"We changed our booking, because my adult son joined us unexpectedly. This was done with simply NO fuss from the staff at all - a positively seamless transaction, when I had expected umming, arrghing and an eye roll. The staff were impeccably helpful.
The staff were also very kind to our 4 year old, making her first stay at the Four Seasons a memorable one.","There was no pillow menu, and we found the soft pillows almost impossible to sleep on. The coda bed also had a hard spring in the middle of it, again making sleep difficult.",en
Four Seasons Hotel Sydney,Sydney CBD,Sydney,5.0,9.1,four-seasons-sydney,7961,Smiley,Australia,Deluxe King Room with Harbour View,1 night,"
February","2022
", 10 ,"Amazing room with lits of thoughtful touches. The harbour view is as good as the photos make it look. Polite staff, nothing too much effort for them. Luxurious rooms - towels and sheets exceptional. A perfect stay!",None,en
Four Seasons Hotel Sydney,Sydney CBD,Sydney,5.0,9.1,four-seasons-sydney,7961,Julieann,Australia,Deluxe Full Harbour Room - Mobility Access,1 night,"
February","2022
", 10 ,room with view,Didnt realise i had to pay extra for the food/drinks inside the room,en
Four Seasons Hotel Sydney,Sydney CBD,Sydney,5.0,9.1,four-seasons-sydney,7961,Laura,Australia,Deluxe Partial Harbour Room (1 King Size Bed),3 nights,"
February","2022
", 10 ,The view and the comfortable bed,The soft pillows and 1 ply toilet paper,en
Four Seasons Hotel Sydney,Sydney CBD,Sydney,5.0,9.1,four-seasons-sydney,7961,Brenton,United States,Deluxe Partial Harbour Room (1 King Size Bed),3 nights,"
February","2022
", 10 ,Amazing view from the Deluxe King Harbor view! It’s the best located hotel in the Circular Quay area.,None,en-us
Four Seasons Hotel Sydney,Sydney CBD,Sydney,5.0,9.1,four-seasons-sydney,7961,Anne,Australia,Deluxe Partial Harbour Room (1 King Size Bed),1 night,"
February","2022
", 10 ,close to everything,loved all,en
Four Seasons Hotel Sydney,Sydney CBD,Sydney,5.0,9.1,four-seasons-sydney,7961,Andrew,Australia,Four Seasons Full Harbour King Room,2 nights,"
February","2022
", 10 ,Full Harbour King was stunning,None,en
Four Seasons Hotel Sydney,Sydney CBD,Sydney,5.0,9.1,four-seasons-sydney,7961,Michael,Australia,Deluxe Partial Harbour Room (1 King Size Bed),2 nights,"
February","2022
", 8.0 ,"Excellent room, bed very comfortable","the pool area is very tired, needs a refurbishment",en
Four Seasons Hotel Sydney,Sydney CBD,Sydney,5.0,9.1,four-seasons-sydney,7961,Amy,Australia,Deluxe Partial Harbour Room - Two Twin Beds,1 night,"
February","2022
", 10 ,The view and size of the room was fantastic. Excellent location and great service!,The pillows are just too soft and were at times uncomfortable.,en-us
Four Seasons Hotel Sydney,Sydney CBD,Sydney,5.0,9.1,four-seasons-sydney,7961,Lau,Australia,Deluxe King Room with City View,1 night,"
February","2022
", 9.0 ,"Room felt very homey, beds are super comfortable and overall had a great experience at this hotel. Light switches in the hotel very convenient and able to adjust well. Liked how the room key was cardboard (pretty cool).",Staff at receptionist didn’t provide much details about facilities and etc in the hotel and it seemed rushed. Didn’t receive assistance with bags when entering hotel. The pool did not look like the photos. Unsure if aircon was working as it was on but didn’t feel it much.,en
Four Seasons Hotel Sydney,Sydney CBD,Sydney,5.0,9.1,four-seasons-sydney,7961,Daniel,Australia,Deluxe Partial Harbour Room (1 King Size Bed),1 night,"
February","2022
", 10 ,"location, view, staff and the amazing facilities",nothing,en
Four Seasons Hotel Sydney,Sydney CBD,Sydney,5.0,9.1,four-seasons-sydney,7961,Roberto,Australia,Deluxe King Room with Harbour View,1 night,"
February","2022
", 9.0 ,"the view, the room comfort and attention to details, the position","breakfast overpriced, the pool is a bit small",en
Four Seasons Hotel Sydney,Sydney CBD,Sydney,5.0,9.1,four-seasons-sydney,7961,Christina,Australia,Deluxe Partial Harbour Room (1 King Size Bed),1 night,"
February","2022
", 9.0 ,beautiful property. comfortable bed and everything you could need in the room.,the air con wasn’t working properly.,en
Four Seasons Hotel Sydney,Sydney CBD,Sydney,5.0,9.1,four-seasons-sydney,7961,Joseph,Australia,Deluxe Partial Harbour Room (1 King Size Bed),2 nights,"
February","2022
", 10 ,Eggs benedict was very nice. Smoothies are great,Nothing,en-us
Four Seasons Hotel Sydney,Sydney CBD,Sydney,5.0,9.1,four-seasons-sydney,7961,Valeria,Australia,Deluxe Partial Harbour Room (1 King Size Bed),1 night,"
February","2022
", 9.0 ,The room had a partial view of the harbor and it was magic! The location was perfect to reach everything in the Sydney CBD. The bed was very comfortable,"We found everything so lovely, can't complain.",en
Four Seasons Hotel Sydney,Sydney CBD,Sydney,5.0,9.1,four-seasons-sydney,7961,Cherry,Australia,Deluxe King Room with City View,1 night,"
February","2022
", 8.0 ,location and facilities,they confirm bookings via booking that com chats with hotel reservation but when u call the actual hotel they do not have the info about what the chat was about,en
Four Seasons Hotel Sydney,Sydney CBD,Sydney,5.0,9.1,four-seasons-sydney,7961,Leah,Australia,Deluxe Partial Harbour Room (1 King Size Bed),5 nights,"
February","2022
", 9.0 ,The bed was extremely comfortable and the daily room service was lovely. View of the harbour was amazing,We were never informed the price of the buffet breakfast until the second morning and were quite shocked at how costly it was. Room was quite small for the price,en
Four Seasons Hotel Sydney,Sydney CBD,Sydney,5.0,9.1,four-seasons-sydney,7961,Abanoub,Australia,Deluxe King Room with Harbour View,1 night,"
February","2022
", 9.0 ,None,the car parking facilities are frustrating when the car is never ready on time no matter how much notice I give,en
Four Seasons Hotel Sydney,Sydney CBD,Sydney,5.0,9.1,four-seasons-sydney,7961,Leanne,Australia,Deluxe King Room with Harbour View,1 night,"
February","2022
", 9.0 ,View of Sydney Harbour from 31st floor and staff going the extra mile,"No real faults only the Room lighting switches, whilst ultra modern, was confusing to master",en
Four Seasons Hotel Sydney,Sydney CBD,Sydney,5.0,9.1,four-seasons-sydney,7961,David,Australia,Deluxe King Room with Harbour View,1 night,"
January","2022
", 9.0 ,Amazing view and service,Nothing,en
Four Seasons Hotel Sydney,Sydney CBD,Sydney,5.0,9.1,four-seasons-sydney,7961,Rosemary,Australia,Deluxe King Room with Harbour View,3 nights,"
January","2022
", 10 ,property was ideally located for cbd activities and room view was superb.,Room prices are too high.,en
Four Seasons Hotel Sydney,Sydney CBD,Sydney,5.0,9.1,four-seasons-sydney,7961,Theresa,Australia,Deluxe King Room with Harbour View,4 nights,"
January","2022
", 10 ,Location was excellent and the service exceeded our expectation . Staff were all so lovely and friendly,Should add more variety for buffet breakfast,en
Four Seasons Hotel Sydney,Sydney CBD,Sydney,5.0,9.1,four-seasons-sydney,7961,Donna,Australia,Deluxe Partial Harbour Room (1 King Size Bed),2 nights,"
December","2021
", 10 ,"Great views of harbour, fabulously comfy bed beautifully presented room, definitely will stay here again.",None,en
Four Seasons Hotel Sydney,Sydney CBD,Sydney,5.0,9.1,four-seasons-sydney,7961,Kate,Australia,Deluxe Partial Harbour Room (1 King Size Bed),2 nights,"
January","2022
", 9.0 ,"Beautiful room, very comfortable",For a 5 star hotel I though the UHT milk was a little cheap.,en-us
Four Seasons Hotel Sydney,Sydney CBD,Sydney,5.0,9.1,four-seasons-sydney,7961,Lucy,Australia,Deluxe King Room with Harbour View,1 night,"
February","2022
", 10 ,"It was all beautiful, clean and comfortable. The views outstanding.",The room was a little on the small side for the price.,en
Four Seasons Hotel Sydney,Sydney CBD,Sydney,5.0,9.1,four-seasons-sydney,7961,Caroline,Portugal,Deluxe Full Harbour Room - Mobility Access,1 night,"
February","2022
", 10 ,Great location and the harbour room view was breathtaking,None,en
Four Seasons Hotel Sydney,Sydney CBD,Sydney,5.0,9.1,four-seasons-sydney,7961,Imogen,Australia,Premier Partial Harbour King Room,1 night,"
January","2022
", 10 ,"it had a beautiful interior and the room was spacious, with an amazing view",the price,en
Four Seasons Hotel Sydney,Sydney CBD,Sydney,5.0,9.1,four-seasons-sydney,7961,Rema,Australia,Deluxe King Room with Harbour View,1 night,"
December","2021
", 10 ,views,None,en-us
